Top 10 Gross,%± LW,Overall Gross,%± LW.1,Releases,#1 Release,Week,Long Weekend,dates
"$84,115,278",-22.6%,113084527,-20.5%,141,The Fog,41,False,2005-10-09
"$81,716,828",-2.9%,113036968,<0.1%,143,Doom,42,False,2005-10-16
"$108,609,207",+32.9%,135835213,+20.2%,145,Saw II,43,False,2005-10-23
"$147,577,007",+35.9%,176720913,+30.1%,136,Chicken Little,44,False,2005-10-30
"$127,148,517",-13.8%,151963687,-14%,144,Chicken Little,45,False,2005-11-06
"$252,052,880",+98.2%,284955028,+87.5%,142,Harry Potter and the Goblet of Fire,46,False,2005-11-13
"$168,530,120",-33.1%,196085780,-31.2%,128,Harry Potter and the Goblet of Fire,47,False,2005-11-20
"$91,305,670",-45.8%,109057911,-44.4%,137,Harry Potter and the Goblet of Fire,48,False,2005-11-27
"$156,473,929",+71.4%,172826019,+58.5%,134,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",49,False,2005-12-04
"$185,534,833",+18.6%,210638955,+21.9%,109,King Kong,50,False,2005-12-11
"$265,596,821",+43.2%,311117246,+47.7%,93,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",51,False,2005-12-18
"$193,017,706",-27.3%,235975577,-24.2%,103,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",52,False,2005-12-25
"$121,272,586",-37.2%,157486991,-33.3%,95,Hostel,1,False,2006-01-01
"$129,344,471",+6.7%,177921887,+13%,102,Glory Road,2,False,2006-01-08
"$107,664,077",-16.8%,151900940,-14.6%,107,Underworld: Evolution,3,False,2006-01-15
"$113,246,505",+5.2%,157803091,+3.9%,110,Big Momma's House 2,4,False,2006-01-22
"$92,107,775",-18.7%,131108044,-16.9%,122,When a Stranger Calls,5,False,2006-01-29
"$127,191,757",+38.1%,159456409,+21.6%,119,Final Destination 3,6,False,2006-02-05
"$137,613,451",+8.2%,168002716,+5.4%,123,Eight Below,7,False,2006-02-12
"$114,795,296",-16.6%,147624529,-12.1%,131,Madea's Family Reunion,8,False,2006-02-19
"$94,608,373",-17.6%,128706689,-12.8%,129,16 Blocks,9,False,2006-02-26
"$119,558,689",+26.4%,149976313,+16.5%,126,Failure to Launch,10,False,2006-03-05
"$115,745,306",-3.2%,139109650,-7.2%,133,V for Vendetta,11,False,2006-03-12
"$121,406,020",+4.9%,141587260,+1.8%,124,Inside Man,12,False,2006-03-19
"$156,464,819",+28.9%,176854485,+24.9%,132,Ice Age: The Meltdown,13,False,2006-03-26
"$131,207,390",-16.1%,154563494,-12.6%,130,Ice Age: The Meltdown,14,False,2006-04-02
"$143,740,356",+9.6%,161778039,+4.7%,141,Scary Movie 4,15,False,2006-04-09
"$115,415,086",-19.7%,134475795,-16.9%,139,Silent Hill,16,False,2006-04-16
"$105,508,677",-8.6%,127430086,-5.2%,145,RV,17,False,2006-04-23
"$118,111,673",+11.9%,140437431,+10.2%,134,Mission: Impossible III,18,False,2006-04-30
"$102,215,906",-13.5%,127389306,-9.3%,133,Mission: Impossible III,19,False,2006-05-07
"$201,210,650",+96.8%,215985043,+69.5%,132,The Da Vinci Code,20,False,2006-05-14
"$270,869,833",+34.6%,283430948,+31.2%,125,X-Men: The Last Stand,21,False,2006-05-21
"$192,835,061",-28.8%,205482020,-27.5%,123,The Break-Up,22,False,2006-05-28
"$201,397,281",+4.4%,215576910,+4.9%,126,Cars,23,False,2006-06-04
"$206,035,510",+2.3%,224188245,+4%,126,Cars,24,False,2006-06-11
"$207,166,462",+0.5%,237074234,+5.7%,135,Click,25,False,2006-06-18
"$240,352,185",+16%,264523393,+11.6%,116,Superman Returns,26,False,2006-06-25
"$307,706,619",+28%,325580377,+23.1%,120,Pirates of the Caribbean: Dead Man's Chest,27,False,2006-07-02
"$219,887,888",-28.5%,238346414,-26.8%,122,Pirates of the Caribbean: Dead Man's Chest,28,False,2006-07-09
"$201,166,914",-8.5%,222285366,-6.7%,131,Pirates of the Caribbean: Dead Man's Chest,29,False,2006-07-16
"$166,043,491",-17.5%,202057568,-9.1%,122,Miami Vice,30,False,2006-07-23
"$175,648,261",+5.8%,219105930,+8.4%,127,Talladega Nights: The Ballad of Ricky Bobby,31,False,2006-07-30
"$150,314,011",-14.4%,191362903,-12.7%,133,Talladega Nights: The Ballad of Ricky Bobby,32,False,2006-08-06
"$120,088,854",-20.1%,155214114,-18.9%,139,Talladega Nights: The Ballad of Ricky Bobby,33,False,2006-08-13
"$103,948,789",-13.4%,140935955,-9.2%,130,Invincible,34,False,2006-08-20
"$99,523,301",-4.3%,139306039,-1.2%,133,Invincible,35,False,2006-08-27
"$63,640,718",-36.1%,92681094,-33.5%,130,The Covenant,36,False,2006-09-03
"$70,761,020",+11.2%,99023211,+6.8%,139,Gridiron Gang,37,False,2006-09-10
"$87,244,435",+23.3%,111885032,+13%,141,Jackass Number Two,38,False,2006-09-17
"$104,535,338",+19.8%,126231487,+12.8%,138,Open Season,39,False,2006-09-24
"$128,256,776",+22.7%,145681997,+15.4%,141,The Departed,40,False,2006-10-01
"$120,513,883",-6%,140461472,-3.6%,141,The Departed,41,False,2006-10-08
"$103,507,285",-14.1%,135287487,-3.7%,130,The Prestige,42,False,2006-10-15
"$108,553,269",+4.9%,137769320,+1.8%,130,Saw III,43,False,2006-10-22
"$143,632,367",+32.3%,172325590,+25.1%,135,Borat,44,False,2006-10-29
"$130,343,614",-9.3%,158077676,-8.3%,132,Borat,45,False,2006-11-05
"$203,470,952",+56.1%,239591449,+51.6%,133,Casino Royale,46,False,2006-11-12
"$165,139,696",-18.8%,192773683,-19.5%,121,Happy Feet,47,False,2006-11-19
"$95,960,450",-41.9%,118451028,-38.6%,124,Happy Feet,48,False,2006-11-26
"$108,348,252",+12.9%,127941774,+8%,125,Apocalypto,49,False,2006-12-03
"$161,767,579",+49.3%,190521762,+48.9%,113,The Pursuit of Happyness,50,False,2006-12-10
"$277,182,847",+71.3%,334658192,+75.7%,96,Night at the Museum,51,False,2006-12-17
"$222,463,689",-19.7%,269483538,-19.5%,103,Night at the Museum,52,False,2006-12-24
"$118,389,564",-46.8%,166868782,-38.1%,104,Night at the Museum,1,False,2006-12-31
"$125,014,395",+5.6%,175794454,+5.3%,104,Stomp the Yard,2,False,2007-01-07
"$84,510,337",-32.4%,128377546,-27%,103,Stomp the Yard,3,False,2007-01-14
"$100,864,284",+19.4%,148512963,+15.7%,110,Epic Movie,4,False,2007-01-21
"$83,006,932",-17.7%,118193250,-20.4%,118,The Messengers,5,False,2007-01-28
"$114,028,548",+37.4%,154250838,+30.5%,113,Norbit,6,False,2007-02-04
"$187,605,037",+64.5%,217197330,+40.8%,103,Ghost Rider,7,False,2007-02-11
"$116,776,908",-37.8%,145339995,-33.1%,108,Ghost Rider,8,False,2007-02-18
"$128,620,540",+10.1%,156086833,+7.4%,115,Wild Hogs,9,False,2007-02-25
"$182,643,559",+42%,207073592,+32.7%,113,300,10,False,2007-03-04
"$132,244,594",-27.6%,155704284,-24.8%,115,300,11,False,2007-03-11
"$147,179,747",+11.3%,173163089,+11.2%,121,TMNT,12,False,2007-03-18
"$152,350,131",+3.5%,179796289,+3.8%,120,Blades of Glory,13,False,2007-03-25
"$144,964,486",-4.8%,172380165,-4.1%,123,Blades of Glory,14,False,2007-04-01
"$113,847,513",-21.5%,148328528,-14%,118,Disturbia,15,False,2007-04-08
"$86,474,475",-24%,112767029,-24%,128,Disturbia,16,False,2007-04-15
"$70,993,333",-17.9%,98379347,-12.8%,128,Disturbia,17,False,2007-04-22
"$217,679,144",+206.6%,233218727,+137.1%,133,Spider-Man 3,18,False,2007-04-29
"$118,804,159",-45.4%,137710087,-41%,133,Spider-Man 3,19,False,2007-05-06
"$226,056,201",+90.3%,242038430,+75.8%,128,Shrek the Third,20,False,2007-05-13
"$281,475,231",+24.5%,293561496,+21.3%,116,Pirates of the Caribbean: At World's End,21,False,2007-05-20
"$178,075,787",-36.7%,190219347,-35.2%,121,Pirates of the Caribbean: At World's End,22,False,2007-05-27
"$184,960,338",+3.9%,194665697,+2.3%,131,Ocean's Thirteen,23,False,2007-06-03
"$200,747,391",+8.5%,212833027,+9.3%,126,Fantastic Four: Rise of the Silver Surfer,24,False,2007-06-10
"$189,902,238",-5.4%,209989259,-1.3%,124,Evan Almighty,25,False,2007-06-17
"$309,422,679",+62.9%,344818906,+64.2%,110,Transformers,26,False,2007-06-24
"$292,571,319",-5.4%,318421443,-7.7%,109,Transformers,27,False,2007-07-01
"$255,475,274",-12.7%,275248310,-13.6%,121,Harry Potter and the Order of the Phoenix,28,False,2007-07-08
"$221,823,817",-13.2%,240114489,-12.8%,113,I Now Pronounce You Chuck & Larry,29,False,2007-07-15
"$248,008,561",+11.8%,271391493,+13%,112,The Simpsons Movie,30,False,2007-07-22
"$228,548,479",-7.8%,254832303,-6.1%,108,The Bourne Ultimatum,31,False,2007-07-29
"$192,932,239",-15.6%,225115841,-11.7%,109,Rush Hour 3,32,False,2007-08-05
"$161,694,709",-16.2%,195841052,-13%,121,Superbad,33,False,2007-08-12
"$114,367,871",-29.3%,151221081,-22.8%,121,Superbad,34,False,2007-08-19
"$129,445,488",+13.2%,167130987,+10.5%,115,Halloween,35,False,2007-08-26
"$80,734,308",-37.6%,104968835,-37.2%,128,3:10 to Yuma,36,False,2007-09-02
"$76,737,394",-5%,101431230,-3.4%,138,The Brave One,37,False,2007-09-09
"$94,073,474",+22.6%,122274353,+20.5%,136,Resident Evil: Extinction,38,False,2007-09-16
"$91,368,687",-2.9%,116188090,-5%,134,The Game Plan,39,False,2007-09-23
"$84,209,414",-7.8%,113151934,-2.6%,135,The Game Plan,40,False,2007-09-30
"$103,346,033",+22.7%,130118965,+15%,140,Why Did I Get Married?,41,False,2007-10-07
"$87,682,233",-15.2%,116916147,-10.1%,142,30 Days of Night,42,False,2007-10-14
"$105,723,457",+20.6%,138506313,+18.5%,131,Saw IV,43,False,2007-10-21
"$149,691,843",+41.6%,171360977,+23.7%,115,American Gangster,44,False,2007-10-28
"$122,838,470",-17.9%,149088389,-13%,129,Bee Movie,45,False,2007-11-04
"$156,273,733",+27.2%,192826142,+29.3%,124,Beowulf,46,False,2007-11-11
"$164,697,921",+5.4%,191220949,-0.8%,120,Enchanted,47,False,2007-11-18
"$85,590,700",-48%,106660520,-44.2%,123,Enchanted,48,False,2007-11-25
"$86,411,193",+1%,107221399,+0.5%,127,The Golden Compass,49,False,2007-12-02
"$198,522,870",+129.7%,217076321,+102.5%,104,I Am Legend,50,False,2007-12-09
"$313,305,861",+57.8%,361407900,+66.5%,87,National Treasure: Book of Secrets,51,False,2007-12-16
"$274,175,292",-12.5%,323207192,-10.6%,90,National Treasure: Book of Secrets,52,False,2007-12-23
"$141,736,855",-48.3%,177963648,-44.9%,91,National Treasure: Book of Secrets,1,False,2007-12-30
"$125,377,047",-11.5%,166150636,-6.6%,100,The Bucket List,2,False,2008-01-06
"$173,966,427",+38.8%,213430946,+28.5%,108,Cloverfield,3,False,2008-01-13
"$135,258,604",-22.3%,179645198,-15.8%,110,Rambo,4,False,2008-01-20
"$124,274,538",-8.1%,167569102,-6.7%,109,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,5,False,2008-01-27
"$110,641,894",-11%,163776227,-2.3%,109,Fool's Gold,6,False,2008-02-03
"$154,887,433",+40%,192343387,+17.4%,105,Jumper,7,False,2008-02-10
"$104,355,965",-32.6%,137916018,-28.3%,113,Vantage Point,8,False,2008-02-17
"$93,154,885",-10.7%,124423353,-9.8%,119,Semi-Pro,9,False,2008-02-24
"$111,098,394",+19.3%,139254945,+11.9%,120,"10,000 BC",10,False,2008-03-02
"$140,792,979",+26.7%,169129070,+21.5%,127,Horton Hears a Who!,11,False,2008-03-09
"$134,171,861",-4.7%,163363199,-3.4%,120,Horton Hears a Who!,12,False,2008-03-16
"$108,590,498",-19.1%,137579839,-15.8%,124,21,13,False,2008-03-23
"$96,060,355",-11.5%,122353072,-11.1%,133,21,14,False,2008-03-30
"$94,684,122",-1.4%,117982354,-3.6%,131,Prom Night,15,False,2008-04-06
"$102,935,207",+8.7%,122425790,+3.8%,137,The Forbidden Kingdom,16,False,2008-04-13
"$96,950,652",-5.8%,120191813,-1.8%,145,Baby Mama,17,False,2008-04-20
"$187,127,830",+93%,201322833,+67.5%,137,Iron Man,18,False,2008-04-27
"$148,154,059",-20.8%,161117404,-20%,134,Iron Man,19,False,2008-05-04
"$183,802,588",+24.1%,194989641,+21%,141,The Chronicles of Narnia: Prince Caspian,20,False,2008-05-11
"$247,023,283",+34.4%,255670568,+31.1%,130,Indiana Jones and the Kingdom of the Crystal Skull,21,False,2008-05-18
"$222,660,920",-9.9%,230874659,-9.7%,134,Sex and the City,22,False,2008-05-25
"$239,359,021",+7.5%,247688287,+7.3%,125,Kung Fu Panda,23,False,2008-06-01
"$249,240,805",+4.1%,257194828,+3.8%,131,The Incredible Hulk,24,False,2008-06-08
"$200,616,725",-19.5%,212420940,-17.4%,123,Get Smart,25,False,2008-06-15
"$294,837,658",+47%,314910817,+48.2%,130,WALL·E,26,False,2008-06-22
"$226,479,420",-23.2%,243286058,-22.7%,125,Hancock,27,False,2008-06-29
"$202,794,056",-10.5%,220612387,-9.3%,131,Hellboy II: The Golden Army,28,False,2008-07-06
"$383,397,233",+89.1%,399148168,+80.9%,125,The Dark Knight,29,False,2008-07-13
"$261,084,506",-31.9%,278168136,-30.3%,126,The Dark Knight,30,False,2008-07-20
"$227,157,221",-13%,255492464,-8.2%,128,The Dark Knight,31,False,2008-07-27
"$171,577,864",-24.5%,196694829,-23%,124,The Dark Knight,32,False,2008-08-03
"$156,838,225",-8.6%,186478180,-5.2%,128,Tropic Thunder,33,False,2008-08-10
"$114,027,936",-27.3%,149399242,-19.9%,123,Tropic Thunder,34,False,2008-08-17
"$98,964,307",-13.2%,142741469,-4.5%,124,Tropic Thunder,35,False,2008-08-24
"$60,173,169",-39.2%,87753870,-38.5%,129,Bangkok Dangerous,36,False,2008-08-31
"$105,905,437",+76%,130409848,+48.6%,131,Burn After Reading,37,False,2008-09-07
"$92,187,291",-13%,113737699,-12.8%,136,Lakeview Terrace,38,False,2008-09-14
"$105,631,640",+14.6%,131345167,+15.5%,135,Eagle Eye,39,False,2008-09-21
"$114,761,042",+8.6%,145920333,+11.1%,129,Beverly Hills Chihuahua,40,False,2008-09-28
"$108,064,484",-5.8%,137258824,-5.9%,140,Beverly Hills Chihuahua,41,False,2008-10-05
"$101,472,261",-6.1%,128876834,-6.1%,138,Max Payne,42,False,2008-10-12
"$138,370,424",+36.4%,163878099,+27.2%,139,High School Musical 3: Senior Year,43,False,2008-10-19
"$92,246,520",-33.3%,117701516,-28.2%,144,High School Musical 3: Senior Year,44,False,2008-10-26
"$164,240,930",+78%,191312745,+62.5%,136,Madagascar: Escape 2 Africa,45,False,2008-11-02
"$162,460,121",-1.1%,180676613,-5.6%,131,Quantum of Solace,46,False,2008-11-09
"$242,135,166",+49%,263344410,+45.8%,122,Twilight,47,False,2008-11-16
"$181,026,545",-25.2%,194142940,-26.3%,107,Four Christmases,48,False,2008-11-23
"$95,131,560",-47.4%,107876766,-44.4%,120,Four Christmases,49,False,2008-11-30
"$103,733,109",+9%,122889599,+13.9%,109,The Day the Earth Stood Still,50,False,2008-12-07
"$163,535,576",+57.7%,212027468,+72.5%,103,Yes Man,51,False,2008-12-14
"$319,342,697",+95.3%,383425388,+80.8%,89,Marley & Me,52,False,2008-12-21
"$154,160,783",-51.7%,194232062,-49.3%,91,Marley & Me,1,False,2008-12-28
"$154,701,109",+0.4%,189012291,-2.7%,93,Gran Torino,2,False,2009-01-04
"$209,485,296",+35.4%,265145090,+40.3%,95,Paul Blart: Mall Cop,3,False,2009-01-11
"$146,871,188",-29.9%,200727151,-24.3%,93,Paul Blart: Mall Cop,4,False,2009-01-18
"$122,614,454",-16.5%,164544254,-18%,94,Taken,5,False,2009-01-25
"$152,258,648",+24.2%,192862838,+17.2%,96,He's Just Not That Into You,6,False,2009-02-01
"$201,360,752",+32.2%,254609109,+32%,98,Friday the 13th,7,False,2009-02-08
"$138,947,695",-31%,178175458,-30%,99,Madea Goes to Jail,8,False,2009-02-15
"$99,642,685",-28.3%,140646955,-21.1%,101,Madea Goes to Jail,9,False,2009-02-22
"$122,261,073",+22.7%,148090878,+5.3%,110,Watchmen,10,False,2009-03-01
"$112,000,339",-8.4%,135747610,-8.3%,105,Race to Witch Mountain,11,False,2009-03-08
"$122,035,287",+9%,139212908,+2.6%,110,Knowing,12,False,2009-03-15
"$170,359,128",+39.6%,184047508,+32.2%,110,Monsters vs. Aliens,13,False,2009-03-22
"$195,342,456",+14.7%,208993051,+13.6%,110,Fast & Furious,14,False,2009-03-29
"$165,529,207",-15.3%,182357504,-12.7%,112,Hannah Montana: The Movie,15,False,2009-04-05
"$123,227,897",-25.6%,142375825,-21.9%,126,17 Again,16,False,2009-04-12
"$124,937,252",+1.4%,143445917,+0.8%,118,Obsessed,17,False,2009-04-19
"$179,952,254",+44%,199539214,+39.1%,109,X-Men Origins: Wolverine,18,False,2009-04-26
"$182,398,663",+1.4%,197207527,-1.2%,118,Star Trek,19,False,2009-05-03
"$178,938,398",-1.9%,194386999,-1.4%,115,Angels & Demons,20,False,2009-05-10
"$248,462,487",+38.9%,261126333,+34.3%,116,Night at the Museum: Battle of the Smithsonian,21,False,2009-05-17
"$219,311,785",-11.7%,228584117,-12.5%,109,Up,22,False,2009-05-24
"$233,412,950",+6.4%,245147072,+7.2%,121,The Hangover,23,False,2009-05-31
"$197,001,631",-15.6%,210709464,-14%,127,The Hangover,24,False,2009-06-07
"$288,307,708",+46.3%,309178494,+46.7%,125,Transformers: Revenge of the Fallen,25,False,2009-06-14
"$323,677,668",+12.3%,347587297,+12.4%,117,Transformers: Revenge of the Fallen,26,False,2009-06-21
"$242,297,657",-25.1%,258153743,-25.7%,107,Ice Age: Dawn of the Dinosaurs,27,False,2009-06-28
"$271,744,827",+12.2%,290751948,+12.6%,110,Harry Potter and the Half-Blood Prince,28,False,2009-07-05
"$228,652,001",-15.9%,245102123,-15.7%,111,Harry Potter and the Half-Blood Prince,29,False,2009-07-12
"$213,835,047",-6.5%,236245623,-3.6%,115,G-Force,30,False,2009-07-19
"$162,731,361",-23.9%,194503657,-17.7%,120,Funny People,31,False,2009-07-26
"$187,962,258",+15.5%,221648143,+14%,115,G.I. Joe: The Rise of Cobra,32,False,2009-08-02
"$177,937,214",-5.3%,214480433,-3.2%,121,District 9,33,False,2009-08-09
"$150,747,740",-15.3%,181006317,-15.6%,123,Inglourious Basterds,34,False,2009-08-16
"$138,565,054",-8.1%,165895871,-8.3%,115,The Final Destination,35,False,2009-08-23
"$111,404,435",-19.6%,147803169,-10.9%,114,The Final Destination,36,False,2009-08-30
"$90,626,875",-18.7%,117978152,-20.2%,127,I Can Do Bad All by Myself,37,False,2009-09-06
"$103,832,322",+14.6%,129868143,+10.1%,138,Cloudy with a Chance of Meatballs,38,False,2009-09-13
"$99,634,886",-4%,124404083,-4.2%,141,Cloudy with a Chance of Meatballs,39,False,2009-09-20
"$110,813,594",+11.2%,137342155,+10.4%,133,Zombieland,40,False,2009-09-27
"$126,073,379",+13.8%,151809513,+10.5%,136,Couples Retreat,41,False,2009-10-04
"$157,746,033",+25.1%,176608879,+16.3%,136,Where the Wild Things Are,42,False,2009-10-11
"$132,657,940",-15.9%,158521524,-10.2%,134,Paranormal Activity,43,False,2009-10-18
"$105,384,456",-20.6%,124452095,-21.5%,138,This Is It,44,False,2009-10-25
"$139,857,655",+32.7%,164401568,+32.1%,130,A Christmas Carol,45,False,2009-11-01
"$155,071,541",+10.9%,176987194,+7.7%,134,2012,46,False,2009-11-08
"$364,198,563",+134.9%,389986304,+120.3%,133,The Twilight Saga: New Moon,47,False,2009-11-15
"$206,931,173",-43.2%,225286338,-42.2%,116,The Twilight Saga: New Moon,48,False,2009-11-22
"$110,601,678",-46.6%,129011486,-42.7%,116,The Blind Side,49,False,2009-11-29
"$109,134,426",-1.3%,129382686,+0.3%,110,The Princess and the Frog,50,False,2009-12-06
"$249,211,274",+128.4%,274045181,+111.8%,97,Avatar,51,False,2009-12-13
"$476,104,625",+91%,505152202,+84.3%,82,Avatar,52,False,2009-12-20
"$267,160,812",-43.9%,288509520,-42.9%,82,Avatar,1,False,2009-12-27
"$191,104,665",-28.5%,212425555,-26.4%,92,Avatar,2,False,2010-01-03
"$214,998,622",+12.5%,246834769,+16.2%,98,Avatar,3,False,2010-01-10
"$154,058,552",-28.3%,186197011,-24.6%,100,Avatar,4,False,2010-01-17
"$134,079,077",-13%,163249125,-12.3%,98,Avatar,5,False,2010-01-24
"$124,745,365",-7%,150977103,-7.5%,105,Dear John,6,False,2010-01-31
"$243,788,309",+95.4%,274911492,+82.1%,101,Valentine's Day,7,False,2010-02-07
"$149,864,143",-38.5%,170415749,-38%,111,Shutter Island,8,False,2010-02-14
"$135,377,970",-9.7%,156167406,-8.4%,112,Shutter Island,9,False,2010-02-21
"$233,698,295",+72.6%,253480439,+62.3%,112,Alice in Wonderland,10,False,2010-02-28
"$175,375,317",-25%,201010289,-20.7%,114,Alice in Wonderland,11,False,2010-03-07
"$142,627,446",-18.7%,164557173,-18.1%,107,Alice in Wonderland,12,False,2010-03-14
"$168,050,502",+17.8%,196468026,+19.4%,118,How to Train Your Dragon,13,False,2010-03-21
"$233,119,762",+38.7%,250319855,+27.4%,119,Clash of the Titans,14,False,2010-03-28
"$146,338,317",-37.2%,159992058,-36.1%,118,Clash of the Titans,15,False,2010-04-04
"$136,625,624",-6.6%,155463349,-2.8%,122,Kick-Ass,16,False,2010-04-11
"$109,653,627",-19.7%,128734978,-17.2%,121,How to Train Your Dragon,17,False,2010-04-18
"$108,758,158",-0.8%,128020832,-0.6%,121,A Nightmare on Elm Street,18,False,2010-04-25
"$210,622,260",+93.7%,227854671,+78%,123,Iron Man 2,19,False,2010-05-02
"$167,149,252",-20.6%,182351307,-20%,124,Iron Man 2,20,False,2010-05-09
"$196,322,161",+17.5%,210675007,+15.5%,119,Shrek Forever After,21,False,2010-05-16
"$221,904,259",+13%,235029188,+11.6%,114,Shrek Forever After,22,False,2010-05-23
"$174,015,593",-21.6%,186228148,-20.8%,125,Shrek Forever After,23,False,2010-05-30
"$201,765,833",+15.9%,218553220,+17.4%,121,The Karate Kid,24,False,2010-06-06
"$284,954,056",+41.2%,307696026,+40.8%,121,Toy Story 3,25,False,2010-06-13
"$334,456,699",+17.4%,358919937,+16.6%,115,The Twilight Saga: Eclipse,26,False,2010-06-20
"$318,281,360",-4.8%,335174558,-6.6%,112,The Twilight Saga: Eclipse,27,False,2010-06-27
"$277,162,342",-12.9%,293659395,-12.4%,115,Despicable Me,28,False,2010-07-04
"$265,582,738",-4.2%,279914074,-4.7%,112,Inception,29,False,2010-07-11
"$229,856,564",-13.5%,247823919,-11.5%,109,Inception,30,False,2010-07-18
"$201,994,245",-12.1%,228843650,-7.7%,112,Inception,31,False,2010-07-25
"$179,960,773",-10.9%,205380980,-10.3%,112,The Other Guys,32,False,2010-08-01
"$189,669,347",+5.4%,221294779,+7.7%,114,The Expendables,33,False,2010-08-08
"$144,540,106",-23.8%,183643220,-17%,121,The Expendables,34,False,2010-08-15
"$116,285,931",-19.5%,157924612,-14%,122,Takers,35,False,2010-08-22
"$108,704,262",-6.5%,154078058,-2.4%,123,The American,36,False,2010-08-29
"$81,070,649",-25.4%,107283399,-30.4%,138,Resident Evil: Afterlife,37,False,2010-09-05
"$109,280,426",+34.8%,131316767,+22.4%,146,The Town,38,False,2010-09-12
"$114,976,969",+5.2%,131313391,<0.1%,144,Wall Street: Money Never Sleeps,39,False,2010-09-19
"$108,025,163",-6%,124942530,-4.9%,148,The Social Network,40,False,2010-09-26
"$105,943,348",-1.9%,129022790,+3.3%,147,The Social Network,41,False,2010-10-03
"$153,145,471",+44.6%,172955016,+34%,153,Jackass 3D,42,False,2010-10-10
"$148,384,182",-3.1%,168346763,-2.7%,135,Paranormal Activity 2,43,False,2010-10-17
"$111,168,957",-25.1%,128027682,-24%,132,Saw 3D,44,False,2010-10-24
"$180,525,204",+62.4%,205751189,+60.7%,132,Megamind,45,False,2010-10-31
"$133,462,562",-26.1%,151745628,-26.2%,128,Megamind,46,False,2010-11-07
"$280,466,321",+110.1%,307994976,+103%,126,Harry Potter and the Deathly Hallows: Part 1,47,False,2010-11-14
"$199,412,668",-28.9%,216542327,-29.7%,108,Harry Potter and the Deathly Hallows: Part 1,48,False,2010-11-21
"$96,214,123",-51.8%,112249551,-48.2%,120,Tangled,49,False,2010-11-28
"$108,360,307",+12.6%,123480611,+10%,126,The Chronicles of Narnia: The Voyage of the Dawn Treader,50,False,2010-12-05
"$221,089,081",+104%,249283195,+101.9%,118,TRON: Legacy,51,False,2010-12-12
"$292,069,710",+32.1%,332900157,+33.5%,101,Little Fockers,52,False,2010-12-19
"$185,143,826",-36.6%,216588441,-34.9%,103,Little Fockers,53,False,2010-12-26
"$117,668,025",-36.4%,148114478,-31.6%,106,True Grit,1,False,2011-01-02
"$151,219,974",+28.5%,185023934,+24.9%,114,The Green Hornet,2,False,2011-01-09
"$109,925,009",-27.3%,135366417,-26.8%,110,No Strings Attached,3,False,2011-01-16
"$111,152,652",+1.1%,139660347,+3.2%,108,The Rite,4,False,2011-01-23
"$89,445,107",-19.5%,115449835,-17.3%,117,The Roommate,5,False,2011-01-30
"$167,127,531",+86.8%,196852055,+70.5%,119,Just Go with It,6,False,2011-02-06
"$177,560,299",+6.2%,205969087,+4.6%,112,Unknown,7,False,2011-02-13
"$117,157,208",-34%,140375523,-31.8%,111,Hall Pass,8,False,2011-02-20
"$142,454,921",+21.6%,168412622,+20%,111,Rango,9,False,2011-02-27
"$153,105,953",+7.5%,179108604,+6.4%,124,Battle Los Angeles,10,False,2011-03-06
"$131,245,337",-14.3%,153894371,-14.1%,128,Limitless,11,False,2011-03-13
"$134,375,173",+2.4%,157827277,+2.6%,129,Diary of a Wimpy Kid: Rodrick Rules,12,False,2011-03-20
"$142,117,561",+5.8%,162920726,+3.2%,131,Hop,13,False,2011-03-27
"$122,359,193",-13.9%,146002691,-10.4%,133,Hop,14,False,2011-04-03
"$155,725,687",+27.3%,184364020,+26.3%,124,Rio,15,False,2011-04-10
"$149,439,375",-4%,180045162,-2.3%,136,Rio,16,False,2011-04-17
"$174,121,583",+16.5%,199511346,+10.8%,126,Fast Five,17,False,2011-04-24
"$195,807,398",+12.5%,215916165,+8.2%,135,Thor,18,False,2011-05-01
"$168,272,530",-14.1%,187077134,-13.4%,135,Thor,19,False,2011-05-08
"$237,529,312",+41.2%,256839160,+37.3%,129,Pirates of the Caribbean: On Stranger Tides,20,False,2011-05-15
"$313,967,197",+32.2%,330413723,+28.6%,118,The Hangover Part II,21,False,2011-05-22
"$213,433,537",-32%,225856713,-31.6%,122,X-Men: First Class,22,False,2011-05-29
"$189,912,567",-11%,201738518,-10.7%,111,Super 8,23,False,2011-06-05
"$212,376,999",+11.8%,227254468,+12.6%,116,Green Lantern,24,False,2011-06-12
"$291,750,566",+37.4%,317595770,+39.8%,124,Cars 2,25,False,2011-06-19
"$294,136,214",+0.8%,320690194,+1%,118,Transformers: Dark of the Moon,26,False,2011-06-26
"$209,310,378",-28.8%,234047748,-27%,129,Transformers: Dark of the Moon,27,False,2011-07-03
"$352,224,713",+68.3%,375468293,+60.4%,132,Harry Potter and the Deathly Hallows: Part 2,28,False,2011-07-10
"$265,875,604",-24.5%,284813288,-24.1%,125,Captain America: The First Avenger,29,False,2011-07-17
"$255,672,815",-3.8%,275953728,-3.1%,132,The Smurfs,30,False,2011-07-24
"$233,695,663",-8.6%,259290324,-6%,137,Rise of the Planet of the Apes,31,False,2011-07-31
